N,k,k_over_N,neff_B,neff_B_std,neff_normalized,order_param,susceptibility,temporal_var,baseline
512,1,0.001953125,77.60718340148468,33.82107578866606,0.5170908335283493,0.4829091664716507,1143.8651675026936,1591.4094595421627,150.08423737070538
512,2,0.00390625,49.243505454420955,21.38935805156042,0.3281057779091776,0.6718942220908224,457.50463785785263,350.4387373131596,150.08423737070538
512,3,0.005859375,38.18875020609403,5.6618177802302085,0.25444877406924815,0.7455512259307518,32.05618057653093,98.43767496419258,150.08423737070538
512,5,0.009765625,44.62438352639343,5.935461908714608,0.2973289154687977,0.7026710845312023,35.22970806980206,115.96374170015639,150.08423737070538
512,7,0.013671875,45.91951271833763,3.2476475590205798,0.3059582639908897,0.6940417360091102,10.54721466761233,60.7456304822236,150.08423737070538
512,10,0.01953125,49.72532282076479,3.9286233062975056,0.3313160908293396,0.6686839091706605,15.434081082783946,65.3925276106599,150.08423737070538
512,15,0.029296875,59.44270114800216,2.9931018500123905,0.39606225270132633,0.6039377472986737,8.958658684547595,50.83467962322084,150.08423737070538
512,20,0.0390625,66.80876820251463,3.5552896723076786,0.4451418041822618,0.5548581958177382,12.64008465401764,44.87202933647515,150.08423737070538
512,25,0.048828125,72.12317887128984,3.5074523064685583,0.4805513232755208,0.5194486767244793,12.30222168215161,39.83409508893696,150.08423737070538
512,35,0.068359375,86.36998599078774,3.0110241385857366,0.5754767289615859,0.42452327103841414,9.066266363145978,36.07039405860836,150.08423737070538
512,51,0.099609375,99.91446862821688,2.6942407981338103,0.6657225993788404,0.3342774006211596,7.258933478328711,30.04672391210983,150.08423737070538
512,76,0.1484375,112.7822527582916,4.8311528300725435,0.7514596784719068,0.24854032152809324,23.340037667517947,33.605579739206156,150.08423737070538
512,102,0.19921875,118.68438417886937,4.753728232611029,0.7907851367876898,0.2092148632123102,22.597932109523178,31.364352699357582,150.08423737070538
512,128,0.25,122.40312886394803,3.7717502726212833,0.8155628532902792,0.18443714670972078,14.226100119018726,34.42898274312268,150.08423737070538
1024,1,0.0009765625,190.09686501610798,92.06643381653898,0.6298926079385735,0.3701073920614265,8476.228235695151,3783.8352794003877,301.79250021401435
1024,2,0.001953125,109.97150837294848,46.56494464684139,0.3643944375521686,0.6356055624478314,2168.2940699634023,2883.964120223029,301.79250021401435
1024,3,0.0029296875,85.09306970368289,17.559462747474985,0.281958861281641,0.718041138718359,308.3347319799617,999.0679501875162,301.79250021401435
1024,4,0.00390625,83.48305357714544,24.587710394314016,0.27662401656086194,0.723375983439138,604.5555024346576,491.5735826638017,301.79250021401435
1024,5,0.0048828125,73.03965275804379,5.59277053168919,0.24201944284979962,0.7579805571502004,31.27908222013099,197.4857317560017,301.79250021401435
1024,7,0.0068359375,76.72240866576918,5.801713865271272,0.25422238329766955,0.7457776167023304,33.65988377448092,182.65736872764285,301.79250021401435
1024,10,0.009765625,81.77355839425637,5.565352226941157,0.27095954450911514,0.7290404554908849,30.973145409918896,135.22255740066677,301.79250021401435
1024,15,0.0146484375,91.97681299398349,6.350434166196774,0.30476838532686756,0.6952316146731324,40.32801409919931,115.12037425426483,301.79250021401435
1024,20,0.01953125,100.20515047469596,4.98993912735493,0.3320332692284801,0.6679667307715199,24.899492494707676,128.637781253049,301.79250021401435
1024,30,0.029296875,114.58818528110676,5.169189142672511,0.3796919578844644,0.6203080421155356,26.720516392723372,87.23449893390958,301.79250021401435
1024,40,0.0390625,131.30064914506775,4.482507135520784,0.4350692911585168,0.5649307088414832,20.092870219994744,71.6750110283771,301.79250021401435
1024,51,0.0498046875,145.85855349649734,4.775936171767415,0.4833074161652878,0.5166925838347123,22.80956631679639,67.76640250361454,301.79250021401435
1024,71,0.0693359375,171.74502062585555,3.8118315280736694,0.5690831299785899,0.4309168700214101,14.530059598416445,70.26491345038235,301.79250021401435
1024,102,0.099609375,198.8021472750958,3.1766289269692396,0.6587378650367933,0.3412621349632067,10.090971339657743,64.4778238522449,301.79250021401435
1024,153,0.1494140625,223.48135250474004,3.913857080937343,0.740513274340017,0.259486725659983,15.31827725000338,59.97583071116359,301.79250021401435
1024,204,0.19921875,237.84282405787297,5.261151329480109,0.7881005124024227,0.21189948759757726,27.679713311690314,63.63814867506833,301.79250021401435
1024,256,0.25,247.3205716294879,7.120783653070297,0.8195053603190999,0.18049463968090007,50.705559833833156,65.29570207863489,301.79250021401435
2048,2,0.0009765625,227.36863673115747,83.83133958374555,0.3800397758494601,0.61996022415054,7027.693496405263,11167.669383424223,598.2758942085627
2048,3,0.00146484375,164.76894144415945,40.61731861573473,0.27540628502528297,0.724593714974717,1649.7665715321114,2296.914590974979,598.2758942085627
2048,4,0.001953125,141.06833724578067,10.403517005754695,0.23579144440107322,0.7642085555989268,108.23316608902715,714.4319267926974,598.2758942085627
2048,6,0.0029296875,143.99799308701682,10.098853318112024,0.24068827522711156,0.7593117247728884,101.98683834074224,631.2430248131764,598.2758942085627
2048,8,0.00390625,144.84847009844532,8.73150266063705,0.24210982174045315,0.7578901782595469,76.23913871271188,486.7470540550092,598.2758942085627
2048,10,0.0048828125,141.275222862882,11.209325331734284,0.2361372474312538,0.7638627525687463,125.64897439265994,432.80622907467244,598.2758942085627
2048,14,0.0068359375,147.81240715417414,10.481895490018001,0.24706395257611,0.75293604742389,109.87013306365972,291.2825928947776,598.2758942085627
2048,20,0.009765625,160.1251373376896,6.87277693728436,0.26764430739686296,0.732355692603137,47.2350628296678,285.5879335908938,598.2758942085627
2048,30,0.0146484375,177.33743816826944,5.275298239902624,0.2964141458563405,0.7035858541436595,27.828771519919727,242.14278724728754,598.2758942085627
2048,40,0.01953125,195.5809549426078,7.21349669215251,0.32690763046927485,0.6730923695307252,52.03453452769519,207.33864655303452,598.2758942085627
2048,61,0.02978515625,235.4443581243463,7.10018841843496,0.39353809906683107,0.6064619009331689,50.41267557727793,176.6463452391639,598.2758942085627
2048,81,0.03955078125,264.73975226550635,6.109376921681334,0.44250446128323606,0.5574955387167639,37.3244863711725,147.29727959128908,598.2758942085627
2048,102,0.0498046875,292.80026282178915,5.421915515511323,0.4894067530651956,0.5105932469348045,29.397167857342417,136.6268540185758,598.2758942085627
2048,143,0.06982421875,340.6044978128387,5.99437612253158,0.5693100810344565,0.43068991896554354,35.93254509837674,117.29604988908584,598.2758942085627
2048,204,0.099609375,401.2388512477532,4.638635971744983,0.6706585625993462,0.3293414374006538,21.51694367836652,115.58375782341048,598.2758942085627
2048,307,0.14990234375,447.2616436253641,6.592228625934595,0.7475842633055276,0.25241573669447237,43.45747825659152,117.20570993792752,598.2758942085627
2048,409,0.19970703125,473.7602389508878,9.470711293081662,0.7918758611820854,0.20812413881791458,89.69437239690451,107.43029217926748,598.2758942085627
2048,512,0.25,490.22777425562674,7.003784046481789,0.8194008466681265,0.18059915333187349,49.05299096975282,149.07567760658745,598.2758942085627
4096,4,0.0009765625,325.06721325170093,64.1800810903272,0.270128266159956,0.729871733840044,4119.082808760975,5130.358097672841,1203.3809636908302
4096,6,0.00146484375,286.6011198325839,22.351130854261452,0.23816324877997386,0.7618367512200261,499.57305046431827,2104.8613192509724,1203.3809636908302
4096,8,0.001953125,281.70391494109606,25.06323781415509,0.23409371050469,0.76590628949531,628.1658897288937,1496.8595015739697,1203.3809636908302
4096,12,0.0029296875,278.42857077747124,23.107881407070224,0.23137192558166847,0.7686280744183316,533.9741831232217,1223.3837441369178,1203.3809636908302
4096,16,0.00390625,273.1647355238091,14.56403787881855,0.22699772039437874,0.7730022796056213,212.11119933566152,853.9727165298644,1203.3809636908302
4096,20,0.0048828125,288.19092014563455,12.198535673658549,0.23948436018277908,0.7605156398172209,148.80427258152025,755.2093930053695,1203.3809636908302
4096,28,0.0068359375,290.01191989534965,15.230928409988731,0.24099759647673705,0.759002403523263,231.98118023020186,765.3855697755329,1203.3809636908302
4096,40,0.009765625,316.6022923692351,10.450346125921127,0.263093984300865,0.7369060156991349,109.20973415155471,619.2233320852608,1203.3809636908302
4096,61,0.014892578125,353.9543256806431,9.582182302387197,0.29413322660103186,0.7058667733989681,91.8182176761824,491.1180229365649,1203.3809636908302
4096,81,0.019775390625,394.40698040666064,8.957341638285087,0.3277490606108597,0.6722509393891403,80.23396922495577,382.1413247217139,1203.3809636908302
4096,122,0.02978515625,461.12709410536905,7.441509005824925,0.383192943896228,0.616807056103772,55.37605628377347,408.7378098232394,1203.3809636908302
4096,163,0.039794921875,527.7434752154153,7.791222576249254,0.4385506262262945,0.5614493737737055,60.70314923265607,376.08532528039507,1203.3809636908302
4096,204,0.0498046875,582.8014573134901,8.272516568863189,0.4843033710006585,0.5156966289993414,68.434530382116,313.9924778017772,1203.3809636908302
4096,286,0.06982421875,684.267068582376,8.041610864741694,0.5686204861374028,0.4313795138625972,64.66750529993165,251.43159280933304,1203.3809636908302
4096,409,0.099853515625,803.2064453665663,11.878795055142097,0.6674581612983901,0.3325418387016099,141.10577196206833,264.7034238156102,1203.3809636908302
4096,614,0.14990234375,900.6845781871162,10.903430622278371,0.7484617135912398,0.2515382864087602,118.88479933483771,290.2650016613676,1203.3809636908302
4096,819,0.199951171875,945.9382443887267,10.036560354099466,0.7860671499135954,0.2139328500864046,100.7325437414812,237.12479481645002,1203.3809636908302
4096,1024,0.25,981.6813154107053,9.669682082586215,0.8157693573611462,0.1842306426388538,93.50275157828887,298.65051112819526,1203.3809636908302
8192,8,0.0009765625,620.0505953267049,41.211900813028244,0.25732882122854217,0.7426711787714578,1698.420768622878,6138.509746251518,2409.565288359276
8192,12,0.00146484375,548.8976748343526,24.804572033071324,0.22779946137425836,0.7722005386257417,615.2667937438241,3162.1571376518555,2409.565288359276
8192,16,0.001953125,555.061738214902,39.3319494865308,0.23035762545901184,0.7696423745409882,1547.0022504110107,2935.4797526557386,2409.565288359276
8192,24,0.0029296875,539.5283192484019,17.844232410265555,0.2239110605779759,0.7760889394220241,318.4166303115717,2068.8783537175827,2409.565288359276
8192,32,0.00390625,538.7971831674182,17.380838303194896,0.22360762987845687,0.7763923701215432,302.0935401218068,1768.1352487662123,2409.565288359276
8192,40,0.0048828125,547.3740907297192,15.975867496375724,0.2271671547453432,0.7728328452546568,255.2283422617543,1312.5217813965262,2409.565288359276
8192,57,0.0069580078125,582.7846306900751,18.686517823820488,0.2418629756601887,0.7581370243398113,349.18594837996073,1297.8914589570704,2409.565288359276
8192,81,0.0098876953125,631.8910741107841,17.98814492775225,0.26224276933415325,0.7377572306658468,323.5733579418189,1134.0773699583112,2409.565288359276
8192,122,0.014892578125,708.9554725909444,12.535604289254056,0.2942254671479299,0.7057745328520701,157.14137489676472,964.2814840553442,2409.565288359276
